Month_Registered,Zip_Code,City,County,Total_EV_Registrations
2025-09-30,21666,Stevensville,Queen Anne's County,260
2025-09-30,21667,Still Pond,Kent County,3
2025-09-30,21668,Sudlersville,Queen Anne's County,6
2025-09-30,21669,Taylors Island,Dorchester County,1
2025-09-30,21670,Templeville,Caroline County,0
2025-09-30,21671,Tilghman,Talbot County,14
2025-09-30,21672,Toddville,Dorchester County,0
2025-09-30,21673,Trappe,Talbot County,40
2025-09-30,21675,Wingate,Dorchester County,0
2025-09-30,21676,Wittman,Talbot County,4
2025-09-30,21677,Woolford,Dorchester County,7
2025-09-30,21678,Worton,Kent County,16
2025-09-30,21679,Wye Mills,Talbot County,8
2025-09-30,21681,Ridgely,Caroline County,0
2025-09-30,21682,Ridgely,Caroline County,0
2025-09-30,21683,Ridgely,Caroline County,0
2025-09-30,21684,Ridgely,Caroline County,0
2025-09-30,21685,Ridgely,Caroline County,0
2025-09-30,21686,Ridgely,Caroline County,0
2025-09-30,21687,Ridgely,Caroline County,0
2025-09-30,21688,Ridgely,Caroline County,0
2025-09-30,21690,Chestertown,Queen Anne's County,0
2025-09-30,21701,Frederick,Frederick County,1112
2025-09-30,21702,Frederick,Frederick County,1041
2025-09-30,21703,Frederick,Frederick County,877
2025-09-30,21704,Frederick,Frederick County,1233
2025-09-30,21705,Frederick,Frederick County,0
2025-09-30,21709,Frederick,Frederick County,0
2025-09-30,21710,Adamstown,Frederick County,140
2025-09-30,21711,Big Pool,Washington County,4
2025-09-30,21713,Boonsboro,Washington County,118
2025-09-30,21714,Braddock Heights,Frederick County,11
2025-09-30,21715,Brownsville,Washington County,0
2025-09-30,21716,Brunswick,Frederick County,282
2025-09-30,21717,Buckeystown,Frederick County,7
2025-09-30,21718,Burkittsville,Frederick County,3
2025-09-30,21719,Cascade,Washington County,7
2025-09-30,21720,Cavetown,Washington County,1
2025-09-30,21721,Chewsville,Washington County,0
2025-09-30,21722,Clear Spring,Washington County,33
2025-09-30,21723,Cooksville,Howard County,56
2025-09-30,21727,Emmitsburg,Frederick County,44
2025-09-30,21733,Fairplay,Washington County,21
2025-09-30,21734,Funkstown,Washington County,4
2025-09-30,21737,Glenelg,Howard County,178
2025-09-30,21738,Glenwood,Howard County,197
2025-09-30,21740,Hagerstown,Washington County,551
2025-09-30,21741,Hagerstown,Washington County,0
2025-09-30,21742,Hagerstown,Washington County,449
2025-09-30,21746,Hagerstown,Washington County,0
2025-09-30,21747,Hagerstown,Washington County,0
2025-09-30,21748,Hagerstown,Washington County,0
2025-09-30,21749,Hagerstown,Washington County,0
2025-09-30,21750,Hancock,Washington County,17
2025-09-30,21754,Ijamsville,Frederick County,309
2025-09-30,21755,Jefferson,Frederick County,132
2025-09-30,21756,Keedysville,Washington County,50
2025-09-30,21757,Keymar,Carroll County,22
2025-09-30,21758,Knoxville,Frederick County,88
2025-09-30,21759,Ladiesburg,Frederick County,0
2025-09-30,21762,Libertytown,Frederick County,6
2025-09-30,21765,Lisbon,Howard County,1
2025-09-30,21766,Little Orleans,Allegany County,2
2025-09-30,21767,Maugansville,Washington County,5
2025-09-30,21769,Middletown,Frederick County,359
2025-09-30,21770,Monrovia,Frederick County,469
2025-09-30,21771,Mount Airy,Frederick County,799
2025-09-30,21773,Myersville,Frederick County,150
2025-09-30,21774,New Market,Frederick County,895
2025-09-30,21775,New Midway,Frederick County,0
2025-09-30,21776,New Windsor,Carroll County,88
2025-09-30,21777,Point Of Rocks,Frederick County,46
2025-09-30,21778,Rocky Ridge,Frederick County,10
2025-09-30,21779,Rohrersville,Washington County,18
2025-09-30,21780,Sabillasville,Frederick County,14
2025-09-30,21781,Saint James,Washington County,0
2025-09-30,21782,Sharpsburg,Washington County,41
2025-09-30,21783,Smithsburg,Washington County,71
2025-09-30,21784,Sykesville,Carroll County,985
2025-09-30,21787,Taneytown,Carroll County,126
2025-09-30,21788,Thurmont,Frederick County,104
2025-09-30,21790,Tuscarora,Frederick County,3
2025-09-30,21791,Union Bridge,Carroll County,74
2025-09-30,21792,Unionville,Frederick County,0
2025-09-30,21793,Walkersville,Frederick County,150
2025-09-30,21794,West Friendship,Howard County,155
2025-09-30,21795,Williamsport,Washington County,69
2025-09-30,21797,Woodbine,Howard County,340
2025-09-30,21798,Woodsboro,Frederick County,35
2025-09-30,21801,Salisbury,Wicomico County,371
2025-09-30,21802,Salisbury,Wicomico County,0
2025-09-30,21803,Salisbury,Wicomico County,0
2025-09-30,21804,Salisbury,Wicomico County,231
2025-09-30,21810,Allen,Wicomico County,0
2025-09-30,21811,Berlin,Worcester County,336
2025-09-30,21813,Bishopville,Worcester County,42
2025-09-30,21814,Bivalve,Wicomico County,3
2025-09-30,21817,Crisfield,Somerset County,20
2025-09-30,21821,Deal Island,Somerset County,3
2025-09-30,21822,Eden,Worcester County,20
2025-09-30,21824,Ewell,Somerset County,0
2025-09-30,21826,Fruitland,Wicomico County,47
2025-09-30,21829,Girdletree,Worcester County,2
2025-09-30,21830,Hebron,Wicomico County,29
2025-09-30,21835,Linkwood,Dorchester County,0
2025-09-30,21836,Manokin,Somerset County,0
2025-09-30,21837,Mardela Springs,Wicomico County,16
2025-09-30,21838,Marion Station,Somerset County,9
2025-09-30,21840,Nanticoke,Wicomico County,3
2025-09-30,21841,Newark,Worcester County,4
2025-09-30,21842,Ocean City,Worcester County,184
2025-09-30,21843,Ocean City,Worcester County,0
2025-09-30,21849,Parsonsburg,Wicomico County,18
2025-09-30,21850,Pittsville,Wicomico County,16
2025-09-30,21851,Pocomoke City,Worcester County,34
2025-09-30,21852,Powellville,Wicomico County,0
2025-09-30,21853,Princess Anne,Somerset County,38
2025-09-30,21856,Quantico,Wicomico County,5
2025-09-30,21857,Rehobeth,Somerset County,0
2025-09-30,21861,Sharptown,Wicomico County,3
2025-09-30,21862,Showell,Worcester County,0
2025-09-30,21863,Snow Hill,Worcester County,36
2025-09-30,21864,Stockton,Worcester County,4
2025-09-30,21865,Tyaskin,Wicomico County,4
2025-09-30,21866,Tylerton,Somerset County,0
2025-09-30,21867,Upper Fairmount,Somerset County,0
2025-09-30,21869,Vienna,Dorchester County,9
2025-09-30,21871,Westover,Somerset County,8
2025-09-30,21872,Whaleyville,Worcester County,8
2025-09-30,21874,Willards,Wicomico County,5
2025-09-30,21875,Delmar,Wicomico County,96
2025-09-30,21890,Westover,Somerset County,0
2025-09-30,21901,North East,Cecil County,199
2025-09-30,21902,Perry Point,Cecil County,0
2025-09-30,21903,Perryville,Cecil County,44
2025-09-30,21904,Port Deposit,Cecil County,57
2025-09-30,21911,Rising Sun,Cecil County,66
2025-09-30,21912,Warwick,Cecil County,16
2025-09-30,21913,Cecilton,Cecil County,5
2025-09-30,21914,Charlestown,Cecil County,12
2025-09-30,21915,Chesapeake City,Cecil County,36
2025-09-30,21916,Childs,Cecil County,0
2025-09-30,21917,Colora,Cecil County,25
2025-09-30,21918,Conowingo,Cecil County,23
2025-09-30,21919,Earleville,Cecil County,35
2025-09-30,21920,Elk Mills,Cecil County,0
2025-09-30,21921,Elkton,Cecil County,422
2025-09-30,21922,Elkton,Cecil County,0
2025-09-30,21930,Georgetown,Cecil County,3
2025-10-31,20601,Waldorf,Charles County,459
2025-10-31,20602,Waldorf,Charles County,364
2025-10-31,20603,Waldorf,Charles County,712
2025-10-31,20604,Waldorf,Charles County,0
2025-10-31,20606,Abell,Saint Mary's County,3
2025-10-31,20607,Accokeek,Prince George's County,408
2025-10-31,20608,Aquasco,Prince George's County,8
2025-10-31,20609,Avenue,Saint Mary's County,8
2025-10-31,20610,Barstow,Calvert County,0
2025-10-31,20611,Bel Alton,Charles County,12
2025-10-31,20612,Benedict,Charles County,3
2025-10-31,20613,Brandywine,Prince George's County,561
2025-10-31,20615,Broomes Island,Calvert County,5
2025-10-31,20616,Bryans Road,Charles County,151
2025-10-31,20617,Bryantown,Charles County,18
2025-10-31,20618,Bushwood,Saint Mary's County,5
2025-10-31,20619,California,Saint Mary's County,284
2025-10-31,20620,Callaway,Saint Mary's County,18
2025-10-31,20621,Chaptico,Saint Mary's County,10
2025-10-31,20622,Charlotte Hall,Saint Mary's County,46
2025-10-31,20623,Cheltenham,Prince George's County,55
2025-10-31,20624,Clements,Saint Mary's County,6
2025-10-31,20625,Cobb Island,Charles County,7
2025-10-31,20626,Coltons Point,Saint Mary's County,2
2025-10-31,20627,Compton,Saint Mary's County,0
2025-10-31,20628,Dameron,Saint Mary's County,14
2025-10-31,20629,Dowell,Calvert County,2
2025-10-31,20630,Drayden,Saint Mary's County,13
2025-10-31,20632,Faulkner,Charles County,5
2025-10-31,20634,Great Mills,Saint Mary's County,97
2025-10-31,20635,Helen,Saint Mary's County,0
2025-10-31,20636,Hollywood,Saint Mary's County,197
2025-10-31,20637,Hughesville,Charles County,136
2025-10-31,20639,Huntingtown,Calvert County,311
2025-10-31,20640,Indian Head,Charles County,140
2025-10-31,20643,Ironsides,Charles County,0
2025-10-31,20645,Issue,Charles County,22
2025-10-31,20646,La Plata,Charles County,414
2025-10-31,20650,Leonardtown,Saint Mary's County,326
2025-10-31,20653,Lexington Park,Saint Mary's County,280
2025-10-31,20656,Loveville,Saint Mary's County,0
2025-10-31,20657,Lusby,Calvert County,249
2025-10-31,20658,Marbury,Charles County,16
2025-10-31,20659,Mechanicsville,Saint Mary's County,211
2025-10-31,20660,Morganza,Saint Mary's County,0
2025-10-31,20661,Mount Victoria,Charles County,0
2025-10-31,20662,Nanjemoy,Charles County,23
2025-10-31,20664,Newburg,Charles County,32
2025-10-31,20667,Park Hall,Saint Mary's County,3
2025-10-31,20670,Patuxent River,Saint Mary's County,6
2025-10-31,20674,Piney Point,Saint Mary's County,25
2025-10-31,20675,Pomfret,Charles County,41
2025-10-31,20676,Port Republic,Calvert County,65
2025-10-31,20677,Port Tobacco,Charles County,62
2025-10-31,20678,Prince Frederick,Calvert County,199
2025-10-31,20680,Ridge,Saint Mary's County,5
2025-10-31,20682,Rock Point,Charles County,0
2025-10-31,20684,Saint Inigoes,Saint Mary's County,30
2025-10-31,20685,Saint Leonard,Calvert County,96
2025-10-31,20686,Saint Marys City,Saint Mary's County,3
2025-10-31,20687,Scotland,Saint Mary's County,5
2025-10-31,20688,Solomons,Calvert County,61
2025-10-31,20689,Sunderland,Calvert County,47
2025-10-31,20690,Tall Timbers,Saint Mary's County,27
2025-10-31,20692,Valley Lee,Saint Mary's County,5
2025-10-31,20693,Welcome,Charles County,19
2025-10-31,20695,White Plains,Charles County,389
2025-10-31,20697,Southern Md Facility,Prince George's County,0
2025-10-31,20701,Annapolis Junction,Howard County,27
2025-10-31,20703,Lanham,Prince George's County,0
2025-10-31,20704,Beltsville,Prince George's County,0
2025-10-31,20705,Beltsville,Prince George's County,513
2025-10-31,20706,Lanham,Prince George's County,614
2025-10-31,20707,Laurel,Prince George's County,753
2025-10-31,20708,Laurel,Prince George's County,337
2025-10-31,20709,Laurel,Prince George's County,0
2025-10-31,20710,Bladensburg,Prince George's County,47
2025-10-31,20711,Lothian,Anne Arundel County,97
2025-10-31,20712,Mount Rainier,Prince George's County,117
2025-10-31,20714,North Beach,Calvert County,77
2025-10-31,20715,Bowie,Prince George's County,586
2025-10-31,20716,Bowie,Prince George's County,543
2025-10-31,20717,Bowie,Prince George's County,2
2025-10-31,20718,Bowie,Prince George's County,0
2025-10-31,20719,Bowie,Prince George's County,0
2025-10-31,20720,Bowie,Prince George's County,740
2025-10-31,20721,Bowie,Prince George's County,865
2025-10-31,20722,Brentwood,Prince George's County,105
2025-10-31,20723,Laurel,Howard County,1437
2025-10-31,20724,Laurel,Anne Arundel County,467
2025-10-31,20725,Laurel,Prince George's County,1
2025-10-31,20726,Laurel,Prince George's County,0
2025-10-31,20731,Capitol Heights,Prince George's County,0
2025-10-31,20732,Chesapeake Beach,Calvert County,241
2025-10-31,20733,Churchton,Anne Arundel County,50
2025-10-31,20735,Clinton,Prince George's County,631
2025-10-31,20736,Owings,Calvert County,207
2025-10-31,20737,Riverdale,Prince George's County,205
2025-10-31,20738,Riverdale,Prince George's County,0
2025-10-31,20740,College Park,Prince George's County,506
2025-10-31,20741,College Park,Prince George's County,0
2025-10-31,20742,College Park,Prince George's County,0
2025-10-31,20743,Capitol Heights,Prince George's County,471
2025-10-31,20744,Fort Washington,Prince George's County,975
2025-10-31,20745,Oxon Hill,Prince George's County,406
2025-10-31,20746,Suitland,Prince George's County,310
2025-10-31,20747,District Heights,Prince George's County,277
2025-10-31,20748,Temple Hills,Prince George's County,357
2025-10-31,20749,Fort Washington,Prince George's County,0
2025-10-31,20750,Oxon Hill,Prince George's County,0
2025-10-31,20751,Deale,Anne Arundel County,43
2025-10-31,20752,Suitland,Prince George's County,2
2025-10-31,20753,District Heights,Prince George's County,0
2025-10-31,20754,Dunkirk,Calvert County,153
2025-10-31,20755,Fort George G Meade,Anne Arundel County,129
2025-10-31,20757,Temple Hills,Prince George's County,0
2025-10-31,20758,Friendship,Anne Arundel County,16
2025-10-31,20759,Fulton,Howard County,711
2025-10-31,20762,Andrews Air Force Base,Prince George's County,25
2025-10-31,20763,Savage,Howard County,64
2025-10-31,20764,Shady Side,Anne Arundel County,47
2025-10-31,20765,Galesville,Anne Arundel County,11
2025-10-31,20768,Greenbelt,Prince George's County,0
2025-10-31,20769,Glenn Dale,Prince George's County,254
2025-10-31,20770,Greenbelt,Prince George's County,522
2025-10-31,20771,Greenbelt,Prince George's County,7
2025-10-31,20772,Upper Marlboro,Prince George's County,1456
2025-10-31,20773,Upper Marlboro,Prince George's County,0
2025-10-31,20774,Upper Marlboro,Prince George's County,1221
2025-10-31,20775,Upper Marlboro,Prince George's County,0
2025-10-31,20776,Harwood,Anne Arundel County,71
2025-10-31,20777,Highland,Howard County,327
2025-10-31,20778,West River,Anne Arundel County,55
2025-10-31,20779,Tracys Landing,Anne Arundel County,34
2025-10-31,20781,Hyattsville,Prince George's County,261
2025-10-31,20782,Hyattsville,Prince George's County,481
2025-10-31,20783,Hyattsville,Prince George's County,227
2025-10-31,20784,Hyattsville,Prince George's County,189
2025-10-31,20785,Hyattsville,Prince George's County,486
2025-10-31,20787,Hyattsville,Prince George's County,0
2025-10-31,20788,Hyattsville,Prince George's County,0
2025-10-31,20790,Capitol Heights,Prince George's County,0
2025-10-31,20791,Capitol Heights,Prince George's County,0
2025-10-31,20792,Upper Marlboro,Prince George's County,0
2025-10-31,20794,Jessup,Howard County,329
2025-10-31,20797,Southern Md Facility,Prince George's County,0
2025-10-31,20799,Capitol Heights,Prince George's County,0
2025-10-31,20810,Bethesda,Montgomery County,0
2025-10-31,20811,Bethesda,Montgomery County,0
2025-10-31,20812,Glen Echo,Montgomery County,33
2025-10-31,20813,Bethesda,Montgomery County,0
2025-10-31,20814,Bethesda,Montgomery County,1989
2025-10-31,20815,Chevy Chase,Montgomery County,2110
2025-10-31,20816,Bethesda,Montgomery County,1277
2025-10-31,20817,Bethesda,Montgomery County,3436
2025-10-31,20818,Cabin John,Montgomery County,194
2025-10-31,20824,Bethesda,Montgomery County,1
2025-10-31,20825,Chevy Chase,Montgomery County,0
2025-10-31,20827,Bethesda,Montgomery County,0
2025-10-31,20830,Olney,Montgomery County,0
2025-10-31,20832,Olney,Montgomery County,760
2025-10-31,20833,Brookeville,Montgomery County,377
2025-10-31,20837,Poolesville,Montgomery County,336
2025-10-31,20838,Barnesville,Montgomery County,8
2025-10-31,20839,Beallsville,Montgomery County,8
2025-10-31,20841,Boyds,Montgomery County,618
2025-10-31,20842,Dickerson,Montgomery County,88
2025-10-31,20847,Rockville,Montgomery County,0
2025-10-31,20848,Rockville,Montgomery County,0
2025-10-31,20849,Rockville,Montgomery County,0
2025-10-31,20850,Rockville,Montgomery County,4907
2025-10-31,20851,Rockville,Montgomery County,328
2025-10-31,20852,Rockville,Montgomery County,2048
2025-10-31,20853,Rockville,Montgomery County,908
2025-10-31,20854,Potomac,Montgomery County,4314
2025-10-31,20855,Derwood,Montgomery County,1409
2025-10-31,20857,Rockville,Montgomery County,0
2025-10-31,20859,Potomac,Montgomery County,4
2025-10-31,20860,Sandy Spring,Montgomery County,105
2025-10-31,20861,Ashton,Montgomery County,184
2025-10-31,20862,Brinklow,Montgomery County,25
2025-10-31,20866,Burtonsville,Montgomery County,369
2025-10-31,20868,Spencerville,Montgomery County,23
2025-10-31,20871,Clarksburg,Montgomery County,2229
2025-10-31,20872,Damascus,Montgomery County,352
2025-10-31,20874,Germantown,Montgomery County,1599
2025-10-31,20875,Germantown,Montgomery County,1
2025-10-31,20876,Germantown,Montgomery County,678
2025-10-31,20877,Gaithersburg,Montgomery County,620
2025-10-31,20878,Gaithersburg,Montgomery County,3572
2025-10-31,20879,Gaithersburg,Montgomery County,644
2025-10-31,20880,Washington Grove,Montgomery County,29
2025-10-31,20882,Gaithersburg,Montgomery County,657
2025-10-31,20883,Gaithersburg,Montgomery County,0
2025-10-31,20884,Gaithersburg,Montgomery County,0
2025-10-31,20885,Gaithersburg,Montgomery County,1
2025-10-31,20886,Montgomery Village,Montgomery County,624
2025-10-31,20889,Bethesda,Montgomery County,5
2025-10-31,20891,Kensington,Montgomery County,0
2025-10-31,20892,Bethesda,Montgomery County,0
2025-10-31,20894,Bethesda,Montgomery County,0
2025-10-31,20895,Kensington,Montgomery County,1012
2025-10-31,20896,Garrett Park,Montgomery County,93
2025-10-31,20897,Suburb Maryland Fac,Montgomery County,0
2025-10-31,20898,Gaithersburg,Montgomery County,2
2025-10-31,20899,Gaithersburg,Montgomery County,0
2025-10-31,20901,Silver Spring,Montgomery County,993
2025-10-31,20902,Silver Spring,Montgomery County,1197
2025-10-31,20903,Silver Spring,Montgomery County,250
2025-10-31,20904,Silver Spring,Montgomery County,1208
2025-10-31,20905,Silver Spring,Montgomery County,645
2025-10-31,20906,Silver Spring,Montgomery County,1370
2025-10-31,20907,Silver Spring,Montgomery County,0
2025-10-31,20908,Silver Spring,Montgomery County,0
2025-10-31,20910,Silver Spring,Montgomery County,1561
2025-10-31,20911,Silver Spring,Montgomery County,0
2025-10-31,20912,Takoma Park,Montgomery County,903
2025-10-31,20913,Takoma Park,Montgomery County,0
2025-10-31,20914,Silver Spring,Montgomery County,0
2025-10-31,20915,Silver Spring,Montgomery County,0
2025-10-31,20916,Silver Spring,Montgomery County,0
2025-10-31,20918,Silver Spring,Montgomery County,0
2025-10-31,20993,Silver Spring,Montgomery County,0
2025-10-31,20997,Silver Spring,Montgomery County,0
2025-10-31,21001,Aberdeen,Harford County,388
2025-10-31,21005,Aberdeen Proving Ground,Harford County,34
2025-10-31,21009,Abingdon,Harford County,472
2025-10-31,21010,Gunpowder,Harford County,4
2025-10-31,21012,Arnold,Anne Arundel County,566
2025-10-31,21013,Baldwin,Baltimore County,110
2025-10-31,21014,Bel Air,Harford County,575
2025-10-31,21015,Bel Air,Harford County,670
2025-10-31,21017,Belcamp,Harford County,67
2025-10-31,21018,Benson,Harford County,0
2025-10-31,21020,Boring,Baltimore County,0
2025-10-31,21022,Brooklandville,Baltimore County,2
2025-10-31,21023,Butler,Baltimore County,6
2025-10-31,21027,Chase,Baltimore County,0
2025-10-31,21028,Churchville,Harford County,69
2025-10-31,21029,Clarksville,Howard County,1196
2025-10-31,21030,Cockeysville,Baltimore County,615
2025-10-31,21031,Hunt Valley,Baltimore County,82
2025-10-31,21032,Crownsville,Anne Arundel County,329
2025-10-31,21034,Darlington,Harford County,39
2025-10-31,21035,Davidsonville,Anne Arundel County,309
2025-10-31,21036,Dayton,Howard County,178
2025-10-31,21037,Edgewater,Anne Arundel County,574
2025-10-31,21040,Edgewood,Harford County,194
2025-10-31,21041,Ellicott City,Howard County,0
2025-10-31,21042,Ellicott City,Howard County,2713
2025-10-31,21043,Ellicott City,Howard County,2255
2025-10-31,21044,Columbia,Howard County,1743
2025-10-31,21045,Columbia,Howard County,1071
2025-10-31,21046,Columbia,Howard County,569
2025-10-31,21047,Fallston,Harford County,255
2025-10-31,21048,Finksburg,Carroll County,260
2025-10-31,21050,Forest Hill,Harford County,279
2025-10-31,21051,Fork,Baltimore County,9
2025-10-31,21052,Fort Howard,Baltimore County,3
2025-10-31,21053,Freeland,Baltimore County,58
2025-10-31,21054,Gambrills,Anne Arundel County,493
2025-10-31,21056,Gibson Island,Anne Arundel County,17
2025-10-31,21057,Glen Arm,Baltimore County,97
2025-10-31,21060,Glen Burnie,Anne Arundel County,719
2025-10-31,21061,Glen Burnie,Anne Arundel County,506
2025-10-31,21062,Glen Burnie,Anne Arundel County,13
2025-10-31,21065,Hunt Valley,Baltimore County,0
2025-10-31,21071,Glyndon,Baltimore County,8
2025-10-31,21074,Hampstead,Carroll County,150
2025-10-31,21075,Elkridge,Howard County,1328
2025-10-31,21076,Hanover,Anne Arundel County,2255
2025-10-31,21077,Harmans,Anne Arundel County,67
2025-10-31,21078,Havre De Grace,Harford County,406
2025-10-31,21082,Hydes,Baltimore County,12
2025-10-31,21084,Jarrettsville,Harford County,91
2025-10-31,21085,Joppa,Harford County,218
2025-10-31,21087,Kingsville,Baltimore County,111
2025-10-31,21088,Lineboro,Carroll County,0
2025-10-31,21090,Linthicum Heights,Anne Arundel County,1258
2025-10-31,21092,Long Green,Baltimore County,0
2025-10-31,21093,Lutherville Timonium,Baltimore County,1121
2025-10-31,21094,Lutherville Timonium,Baltimore County,9
2025-10-31,21098,Hanover,Anne Arundel County,0
2025-10-31,21102,Manchester,Carroll County,135
2025-10-31,21104,Marriottsville,Carroll County,297
2025-10-31,21105,Maryland Line,Baltimore County,0
2025-10-31,21106,Mayo,Anne Arundel County,0
2025-10-31,21108,Millersville,Anne Arundel County,575
2025-10-31,21111,Monkton,Baltimore County,161
2025-10-31,21113,Odenton,Anne Arundel County,1075
2025-10-31,21114,Crofton,Anne Arundel County,569
2025-10-31,21117,Owings Mills,Baltimore County,2500
2025-10-31,21120,Parkton,Baltimore County,193
2025-10-31,21122,Pasadena,Anne Arundel County,896
2025-10-31,21123,Pasadena,Anne Arundel County,1
2025-10-31,21128,Perry Hall,Baltimore County,387
2025-10-31,21130,Perryman,Harford County,1
2025-10-31,21131,Phoenix,Baltimore County,299
2025-10-31,21132,Pylesville,Harford County,33
2025-10-31,21133,Randallstown,Baltimore County,379
2025-10-31,21136,Reisterstown,Baltimore County,858
2025-10-31,21139,Riderwood,Baltimore County,0
2025-10-31,21140,Riva,Anne Arundel County,103
2025-10-31,21144,Severn,Anne Arundel County,890
2025-10-31,21146,Severna Park,Anne Arundel County,980
2025-10-31,21150,Simpsonville,Howard County,0
2025-10-31,21152,Sparks Glencoe,Baltimore County,172
2025-10-31,21153,Stevenson,Baltimore County,57
2025-10-31,21154,Street,Harford County,72
2025-10-31,21155,Upperco,Baltimore County,50
2025-10-31,21156,Upper Falls,Baltimore County,6
2025-10-31,21157,Westminster,Carroll County,500
2025-10-31,21158,Westminster,Carroll County,284
2025-10-31,21160,Whiteford,Harford County,20
2025-10-31,21161,White Hall,Harford County,92
2025-10-31,21162,White Marsh,Baltimore County,135
2025-10-31,21163,Woodstock,Howard County,402
2025-10-31,21201,Baltimore,Baltimore City,277
2025-10-31,21202,Baltimore,Baltimore City,343
2025-10-31,21203,Baltimore,Baltimore City,0
2025-10-31,21204,Towson,Baltimore County,624
2025-10-31,21205,Baltimore,Baltimore City,82
2025-10-31,21206,Baltimore,Baltimore City,344
2025-10-31,21207,Gwynn Oak,Baltimore County,434
2025-10-31,21208,Pikesville,Baltimore County,945
2025-10-31,21209,Baltimore,Baltimore City,802
2025-10-31,21210,Baltimore,Baltimore City,551
2025-10-31,21211,Baltimore,Baltimore City,428
2025-10-31,21212,Baltimore,Baltimore City,758
2025-10-31,21213,Baltimore,Baltimore City,228
2025-10-31,21214,Baltimore,Baltimore City,264
2025-10-31,21215,Baltimore,Baltimore City,409
2025-10-31,21216,Baltimore,Baltimore City,155
2025-10-31,21217,Baltimore,Baltimore City,262
2025-10-31,21218,Baltimore,Baltimore City,562
2025-10-31,21219,Sparrows Point,Baltimore County,117
2025-10-31,21220,Middle River,Baltimore County,575
2025-10-31,21221,Essex,Baltimore County,357
2025-10-31,21222,Dundalk,Baltimore County,369
2025-10-31,21223,Baltimore,Baltimore City,109
2025-10-31,21224,Baltimore,Baltimore City,842
2025-10-31,21225,Brooklyn,Baltimore City,194
2025-10-31,21226,Curtis Bay,Anne Arundel County,73
2025-10-31,21227,Halethorpe,Baltimore County,306
2025-10-31,21228,Catonsville,Baltimore County,994
2025-10-31,21229,Baltimore,Baltimore City,343
2025-10-31,21230,Baltimore,Baltimore City,916
2025-10-31,21231,Baltimore,Baltimore City,344
2025-10-31,21233,Baltimore,Baltimore City,0
2025-10-31,21234,Parkville,Baltimore County,662
2025-10-31,21235,Baltimore,Baltimore City,1
2025-10-31,21236,Nottingham,Baltimore County,445
2025-10-31,21237,Rosedale,Baltimore County,383
2025-10-31,21239,Baltimore,Baltimore City,183
2025-10-31,21240,Baltimore,Anne Arundel County,665
2025-10-31,21241,Baltimore,Baltimore City,0
2025-10-31,21244,Windsor Mill,Baltimore County,544
2025-10-31,21250,Baltimore,Baltimore County,18
2025-10-31,21251,Baltimore,Baltimore City,0
2025-10-31,21252,Baltimore,Baltimore County,0
2025-10-31,21263,Baltimore,Baltimore City,0
2025-10-31,21264,Baltimore,Baltimore City,0
2025-10-31,21265,Baltimore,Baltimore City,0
2025-10-31,21268,Baltimore,Baltimore City,0
2025-10-31,21270,Baltimore,Baltimore City,0
2025-10-31,21273,Baltimore,Baltimore City,0
2025-10-31,21274,Baltimore,Baltimore City,0
2025-10-31,21275,Baltimore,Baltimore City,0
2025-10-31,21278,Baltimore,Baltimore City,0
2025-10-31,21279,Baltimore,Baltimore City,0
2025-10-31,21280,Baltimore,Baltimore City,0
2025-10-31,21281,Baltimore,Baltimore City,0
2025-10-31,21282,Baltimore,Baltimore County,0
2025-10-31,21283,Baltimore,Baltimore City,0
2025-10-31,21284,Baltimore,Baltimore County,0
2025-10-31,21285,Baltimore,Baltimore County,0
2025-10-31,21286,Towson,Baltimore County,476
2025-10-31,21287,Baltimore,Baltimore City,1
2025-10-31,21288,Baltimore,Baltimore City,0
2025-10-31,21289,Baltimore,Baltimore City,0
2025-10-31,21290,Baltimore,Baltimore City,0
2025-10-31,21297,Baltimore,Baltimore City,0
2025-10-31,21298,Baltimore,Baltimore City,0
2025-10-31,21401,Annapolis,Anne Arundel County,1280
2025-10-31,21402,Annapolis,Anne Arundel County,12
2025-10-31,21403,Annapolis,Anne Arundel County,948
2025-10-31,21404,Annapolis,Anne Arundel County,2
2025-10-31,21405,Annapolis,Anne Arundel County,29
2025-10-31,21409,Annapolis,Anne Arundel County,663
2025-10-31,21411,Annapolis,Anne Arundel County,0
2025-10-31,21412,Annapolis,Anne Arundel County,1
2025-10-31,21501,Cumberland,Allegany County,0
2025-10-31,21502,Cumberland,Allegany County,588
2025-10-31,21503,Cumberland,Allegany County,0
2025-10-31,21504,Cumberland,Allegany County,0
2025-10-31,21505,Cumberland,Allegany County,0
2025-10-31,21520,Accident,Garrett County,12
2025-10-31,21521,Barton,Allegany County,2
2025-10-31,21522,Bittinger,Garrett County,0
2025-10-31,21523,Bloomington,Garrett County,0
2025-10-31,21524,Corriganville,Allegany County,1
2025-10-31,21528,Eckhart Mines,Allegany County,0
2025-10-31,21529,Ellerslie,Allegany County,4
2025-10-31,21530,Flintstone,Allegany County,5
2025-10-31,21531,Friendsville,Garrett County,8
2025-10-31,21532,Frostburg,Allegany County,80
2025-10-31,21536,Grantsville,Garrett County,17
2025-10-31,21538,Kitzmiller,Garrett County,1
2025-10-31,21539,Lonaconing,Allegany County,1
2025-10-31,21540,Luke,Allegany County,0
2025-10-31,21541,Mc Henry,Garrett County,26
2025-10-31,21542,Midland,Allegany County,0
